leucine,"leucine;61-90-5;(S)-2-Amino-4-methylpentanoic acid;(S)-Leucine;H-Leu-OH;(2S)-2-amino-4-methylpentanoic acid;(S)-(+)-Leucine;Leucin;L-Norvaline, 4-methyl-;(S)-2-Amino-4-methylvaleric acid;L-leucin;L-alpha-Aminoisocaproic acid;Leucin [German];Leucine (VAN);LEUCINE, L-;leu;Leucinum;(2S)-alpha-leucine;L-(+)-Leucine;L-(-)-2-Amino-4-methylpentanoic acid;2-amino-4-methylvaleric acid;Leucine [USAN:INN];Leucinum [INN-Latin];L-Leuzin;Leucina [INN-Spanish];Leucina [Latin,Spanish];alpha-Aminoisocaproic acid;Valeric acid, 2-amino-4-methyl-, (S)-;Pentanoic acid, 2-amino-4-methyl-, (S)-;FEMA No. 3297;2-Amino-4-methylpentanoic acid, (S)-;UNII-GMW67QNF9C;AI3-08899;2-Amino-4-methylvaleric acid (L);2-Amino-4-methylpentanoic acid (L);MFCD00002617;NSC 46709;(2S)-alpha-2-amino-4-methylvaleric acid;L-a-Aminoisocaproic acid;EINECS 200-522-0;GMW67QNF9C;CHEMBL291962;L-Leucine, labeled with tritium;CHEBI:15603;L-2-Amino-4-methylpentanoic acid;ROHFNLRQFUQHCH-YFKPBYRVSA-N;alpha-Amino-gamma-methylvaleric acid;Leucine (L-Leucine);(2S)-2-amino-4-methyl-pentanoic acid;L-Leu;polyleucine;Leucina;Poly(L-leucine);NSC-46709;HSDB 7799;LeuOH;1lan;1usk;3h-l-leucine;1-Leucine;4-methyl-norvalin;L-Leucine;;(L)-leucine;.alpha.-Amino-.gamma.-methylvaleric acid;(3H)Leucine;H-Leu;Leucine (USP);L-a-Aminoisocaproate;4-methyl-l-norvalin;L-Leucine,(S);Leucine (H-3);4-methyl-L-Norvaline;L-Leu-OH;H-Leu-OH USP grade;L-Leucine, 99%;L-Leucine, homopolymer;PubChem13183;1f2o;L-Leucine (JP17);L-alpha-Aminoisocaproate;AC1L1LTF;bmse000042;bmse000920;EC 200-522-0;AC1Q1O9F;L-Leucine, 99%, FG;SCHEMBL3889;NCIStruc1_001860;NCIStruc2_000010;H-Leu-2-Chlorotrityl Resin;iso-C4H9CH(NH2)COOH;2-amino-4-methyl-valericaci;KSC353A6N;2-amino-4-methylpentanoicacid;2-Amino-4-methyl-valeric acid;GTPL3312;L-.alpha.-Aminoisocaproic acid;(S)-2-Amino-4-methylvalerate;DTXSID9023203;Norvaline, 4-methyl-, (L)-;CTK2F3066;L-Leucine, Cell Culture Reagent;(S)-2-Amino-4-methylpentanoate;(s)-2-amino-4-methylvalericacid;Pharmakon1600-01301005;HY-N0486;NCI46709;ZINC3645145;L-Leucine, Vetec(TM), 98.5%;ANW-33984;BDBM50219348;CCG-37658;NCGC00013565;NSC760100;(S)-2-Amino-4-methyl-pentanoic acid;2-Amino-4-methylvaleric acid, (L)-;AKOS010373766;AKOS015841779;AM81871;CS-W020705;DB00149;MCULE-4930237913;NSC-760100;RP17859;RTC-066823;2-Amino-4-methylpentanoic acid, (L)-;KS-00000K99;L-Leucine, tested according to Ph.Eur.;NCGC00013565-02;NCGC00096678-01;25248-98-0;71000-80-1;AJ-45215;AN-23720;BC201485;E641;LS-87803;1-Leucine;2-Amino-4-methylpentanoic acid;L-Leucine, BioUltra, >=99.5% (NT);AB0011442;AB1002638;DB-029966;L-Leucine, SAJ special grade, >=99.0%;ST2408303;TC-066823;TL8006103;BB 0256932;FT-0627930;L-Leucine, reagent grade, >=98% (HPLC);L0029;L-Leucine, Vetec(TM) reagent grade, >=98%;C00123;D00030;M-6077;M03060;3,3,5-triiodo-L-thyronine-beta-D-glucuronoside;34147-EP2289892A1;34147-EP2301939A1;34147-EP2305825A1;34147-EP2311850A1;002L617;Q-201312;L-Leucine, certified reference material, TraceCERT(R);2B9FF792-3CA1-4BEA-BC63-6D4E1A86714E;F8889-8638;Leucine, European Pharmacopoeia (EP) Reference Standard;Z1250208667;UNII-1QSS9D5DR6 component ROHFNLRQFUQHCH-YFKPBYRVSA-N;UNII-N7U7BXP2OI component ROHFNLRQFUQHCH-YFKPBYRVSA-N;L-Leucine, United States Pharmacopeia (USP) Reference Standard;(S)-2-Amino-4-methyl-pentanoic acid  methyl ester hydrochloride;L-Leucine, Pharmaceutical Secondary Standard; Certified Reference Material;L-Leucine, from non-animal source, meets EP, JP, USP testing specifications, suitable for cell culture, 98.5-101.0%;L-Leucine, PharmaGrade, Ajinomoto, EP, JP, USP, Manufactured under appropriate GMP controls for pharma or biopharmaceutical production, suitable for cell culture",,,,,,,,,,
Malonate,Malonate;Malonic acid,,,,,,,,,,
maltotetraose,maltotetraose,46936329,,,,,,,,,
maltotriose,maltotriose,439586,,,,,,,,,
methionine,"methionine;h-Met-oh;(S)-2-Amino-4-(methylthio)butanoic acid;Cymethion;L-(-)-Methionine;Liquimeth;S-Methionine;L-Methioninum;Methilanin;Neo-methidin;L-Methionin;(L)-Methionine;Methionine (VAN);Acimethin;Metionina [DCIT];(S)-methionine;L-alpha-Amino-gamma-methylmercaptobutyric acid;h-Met-h;Methioninum [INN-Latin];metionina;Methioninum;Polymethionine;L-Homocysteine, S-methyl-;(2S)-2-amino-4-(methylsulfanyl)butanoic acid;METHIONINE, L-;Poly-L-methionine;L(-)-Amino-gamma-methylthiobutyric acid;L-alpha-Amino-gamma-methylthiobutyric acid;L-gamma-Methylthio-alpha-aminobutyric acid;met;CCRIS 5528;CCRIS 5536;HSDB 4317;2-Amino-4-methylthiobutanoic acid (S)-;Methionine [USAN:INN];UNII-AE28F7PNPL;(S)-2-amino-4-(methylthio)butyric acid;2-Amino-4-(methylthio)butyric acid, (S)-;MFCD00063097;L-Met;Butanoic acid, 2-amino-4-(methylthio)-, (S)-;Methionine C 11;Toxin WAR (Bacillus thuringiensis strain PS205C);L-a-Amino-g-methylthiobutyric acid;carbon-11 methionine;S-Methyl-L-homocysteine;(2S)-2-amino-4-methylsulfanyl-butanoic acid;(S)-(+)-Methionine;L-Methionine;H-Met-OH;EINECS 200-562-9;NSC 22946;AE28F7PNPL;gamma-Methylthio-alpha-aminobutyric acid;L-2-Amino-4-(methylthio)butanoic acid;CHEMBL42336;(2S)-2-Amino-4-methylsulfanylbutanoic acid;g-Methylthio-a-aminobutyric acid;CHEBI:16643;FFEARJCKVFRZRR-BYPYZUCNSA-N;L-2-Amino-4methylthiobutyric acid;a-Amino-g-methylmercaptobutyric acid;L-Methionine, 98+%;(S)-2-Amino-4-(methylmercapto)butyric acid;C-11 Methionine;58576-49-1;l-2-Amino-4-(methylthio)butyric acid;(2S)-2-amino-4-(methylsulfanyl)butanoate;C-11 Met;3h-l-methionine;racemic methionine;1wkm;Methionine [USAN:USP:INN:BAN];Toxin WAR;(35S)Methionine;2-Amino-4-(methylthio)butyrate;26062-47-5;Methionine (USP);L-Methionine,(S);NSC 118113;L-S-methylhomocysteine;PubChem14349;1pg2;1qq9;L-Methionine Z (TN);L-Methionine (JP17);AC1L1LVL;L-Methionine, homopolymer;Methionine, L- (8CI);bmse000044;bmse000915;SCHEMBL4226;G-methylthio-a-aminobutyrate;L-Methionine (H-Met-OH);H-Met-2-Chlorotrityl Resin;KSC353C6H;2-Amino-4-methylthiobutanoate;L-a-amino-g-methylthiobutyrate;GTPL4814;A-amino-g-methylmercaptobutyrate;DTXSID5040548;SCHEMBL15702352;CTK2F3163;Pharmakon1600-01301006;alpha-amino-alpha-aminobutyric acid;gamma-methylthio-alpha-aminobutyrate;HY-N0326;L-Methionine, Cell Culture Reagent;ZINC1532529;L-2-Amino-4-methylthiobutyric acid;ANW-34703;BDBM50142500;MFCD00801344;NSC760117;L-alpha-amino-gamma-methylthiobutyrate;L-Methionine, Vetec(TM), 98.5%;(S)-2-Amino-4-(methylthio)butanoate;AKOS000281626;AKOS015852512;L-Methionine, labeled with carbon-11;alpha-amino-gamma-methylmercaptobutyrate;CS-W020566;DB00134;LS-2338;MCULE-7228063662;NSC-760117;RP17355;RTC-066838;(S)-2-amino-4-(methylthio)-Butanoate;KS-00000A97;L-2-Amino-4-methyl<->thiobutanoic acid;NCGC00160620-01;NCGC00160620-02;(S)-2-amino-4-(methylthio)-Butanoic acid;AB0008395;AB1002208;DB-029971;L-Methionine, BioUltra, >=99.5% (NT);ST2408302;TC-066838;A5456;AM20100552;FT-0083176;FT-0698675;FT-0699633;M0099;L-Methionine, SAJ special grade, >=98.5%;63M683;C00073;D00019;L(-)-amino-alpha-amino-alpha-aminobutyric acid;L-Methionine, reagent grade, >=98% (HPLC);M-6051;M02939;M02945;88843-EP2289892A1;88843-EP2305825A1;L-Methionine, Vetec(TM) reagent grade, >=98%;C6CB5837-2B49-4B25-AAB0-D305DAFE26EB;F1905-8241;Z1250208671;L-Methionine, certified reference material, TraceCERT(R);Methionine, European Pharmacopoeia (EP) Reference Standard;UNII-73JWT2K6T3 component FFEARJCKVFRZRR-BYPYZUCNSA-N;UNII-N7U7BXP2OI component FFEARJCKVFRZRR-BYPYZUCNSA-N;N-(2CT Resin)-L-Met-OH (200-400 mesh, > 0.3 mmol/g);L-Methionine, United States Pharmacopeia (USP) Reference Standard;(S)-2-Amino-4-(methylmercapto)butyric acid; L-2-Amino-4-(methylthio)butanoic acid;L-Methionine, Pharmaceutical Secondary Standard; Certified Reference Material;Soft tissue sarcoma-associated protein (human clone WO2004048938-SEQID-1139);L-Methionine, from non-animal source, meets EP, JP, USP testing specifications, suitable for cell culture, 99.0-101.0%;L-Methionine, PharmaGrade, Ajinomoto, EP, JP, USP, manufactured under appropriate GMP controls for Pharma or Biopharmaceutical production, suitable for cell culture;DL-METHIONINE;59-51-8;methionine;Racemethionine;Acimetion;Banthionine;Cynaron;Lobamine;Meonine;Mertionin;Metione;Urimeth;Dyprin;Neston;Pedameth;DL-2-Amino-4-(methylthio)butanoic acid;H-DL-Met-OH;Methionine, DL-;(+-)-Methionine;DL-Methioninum;2-amino-4-(methylsulfanyl)butanoic acid;Methionine, amorphous;2-Amino-4-(methylthio)butyric acid;2-amino-4-(methylthio)butanoic acid;Methilonin;D,L-methionine;Methionine DL-;alpha-Amino-gamma-methylmercaptobutyric acid;NSC 9241;MFCD00063096;2-amino-4-methylsulfanylbutanoic acid;FEMA No. 3301;CCRIS 3717;DL-2-Amino-4-(methylthio)-butyric acid;(+/-)-Methionine;alpha-Amino-gamma-(methylthio)butyric acid;Racemethionine [USAN];EINECS 200-432-1;DL-2-Amino-4-(methylthio)butyric acid;AI3-18475;CHEBI:16811;(+/-)-2-Amino-4-(methylmercapto)butyric acid;2-Amino-4-methylthiobutanoic acid;FFEARJCKVFRZRR-UHFFFAOYSA-N;alpha-Amino-gamma-methylmercaptobutyric acid (VAN);NSC22946;DL-2-Amino-4-methylthiobutanoic acid;2-amino-4-methylsulfanyl-butanoic acid;2-Amino-4-(methylmercapto)butyric acid;NCGC00159431-02;Racemethionine (USAN);DL-Methionine, 99+%;.alpha.-Amino-.gamma.-methylmercaptobutyric acid;Methionine D-;DL -2-Amino-4-methylthiobutanoic acid;L -2-Amino-4-methyl<->thiobutanoic acid;D-Metionien [Australian];Petameth;Amurex;Metion;dl-methionin;Hmet;EINECS 206-483-6;NSC 45689;Racemethionine [USAN:USP:NF];DL-Methionine;;Methionine dl-form;Padameth (TN);26062-47-5;DL-Met;Racemethionine, USAN;dextro,laevo-methionine;DL-Methionine (JAN);METHIONINE,L-;PubChem20205;2-amino-4-(methylthio)-butyric acid;(.+-.)-Methionine;ACMC-209iba;ACMC-209nhd;AC1Q4HBQ;AC1Q4HBV;DSSTox_CID_821;(.+/-.)-Methionine;ACMC-1B1LA;DL-Methionine, >=99%;SCHEMBL4225;DSSTox_RID_75809;WLN: QVYZ2S1 -L;DSSTox_GSID_20821;METHIONINE, U.S.P.;7005-18-7;KSC270A7N;AC1L1A85;CHEMBL274119;DL-Methionine (Racemethionine);H3CSCH2CH2CH(NH2)COOH;DTXSID9020821;BDBM86195;CTK1H0076;FEMA 3301;KS-00000KNN;NSC9241;DL-CH3SCH2CH2CH(NH2)COOH;DL-Methionine, 99%, FCC, FG;CAS_6137;NSC-9241;NSC_6137;NSC45689;Tox21_111663;ANW-33287;BBL009323;CAS_84815;DL-Methionine, >=99.0% (NT);NSC-22946;NSC-45689;NSC_84815;NSC118113;NSC522406;STK802463;2-amino-4-(methylthio) butyric acid;AKOS000118924;AKOS016050523;AN-7782;LS-7491;MCULE-5626142345;NSC-118113;NSC-522406;RP17854;RTC-066839;TRA0007147;TRA0080559;CAS-59-51-8;Butyric acid, 2-amino-4-(methylthio)-;NCGC00159431-03;NCGC00159431-04;D -2-Amino-4-methyl<->thiobutanoic acid;L(-)-Amino-.gamma.-methylthiobutyric acid;(+/-)-2-Amino-4-(methylthio)butyric acid;.gamma.-Methylthio-.alpha.-aminobutyric acid;DL-Methionine, SAJ special grade, >=99.0%;DL-Methionine, Vetec(TM) reagent grade, 98%;L-.gamma.-Methylthio-.alpha.-aminobutyric acid;Z00115;AB00373904-02;MFCD00002622 (97+%);063M096;SR-01000944495;L-.alpha.-Amino-.gamma.-methylmercaptobutyric acid;Q-201029;S04-0134;SR-01000944495-1;Z57127440;F0001-1544;C6115881-E914-4EA8-A21A-DCBF67783824;DL-Methionine, European Pharmacopoeia (EP) Reference Standard;Racemethionine, United States Pharmacopeia (USP) Reference Standard;( inverted exclamation markA)-2-Amino-4-(methylmercapto)butyric acid; DL-2-Amino-4-(methylthio)butanoic acid;33807-07-7;DL-Methionine, BioReagent, suitable for cell culture, suitable for insect cell culture, >=99%;D-Methionine;348-67-4;H-D-Met-OH;(R)-Methionine;R-Methionine;D-Methionin;D-Metionien;methionine;METHIONINE, D-;(R)-2-amino-4-(methylthio)butanoic acid;MRx-1024;UNII-868496F25R;(2R)-2-amino-4-(methylsulfanyl)butanoic acid;MFCD00002622;D-2-Amino-4-(methylthio)butyric acid;D-2-Amino-4-(methylthio)butanoic acid;CHEBI:16867;Methionine D-;FFEARJCKVFRZRR-SCSAIBSYSA-N;MED;D-Methionine, 99+%;(R)-2-Amino-4-(methylmercapto)butyric acid;868496F25R;D-Metionien [Australian];EINECS 206-483-6;NSC 45689;(2R)-2-amino-4-methylsulfanylbutanoic acid;L-Methionine;;Methionine d-form;D-Met;D-Met-OH;bmse000450;AC1Q4H9Y;KSC222Q8N;SCHEMBL126688;AC1L388V;AC1Q5R12;CHEMBL1234268;CTK1C2886;D-Methionine, >=98% (HPLC);(R)-2-Amino-4-(methylthio)butyric acid;D-Methionine, puriss., >=99.0% (NT);UNII-73JWT2K6T3 component FFEARJCKVFRZRR-SCSAIBSYSA-N",,,,,,,,,,
myo-inositol hexakisphosphate,myo-inositol hexakisphosphate;Phytic acid,,,,,,,,,,
myo-inositol,myo-inositol;scyllo-inositol;Inositol;chiro-inositol,,,,,,,,,,
N-acetylglucosamine,N-acetylglucosamine;N-acetylgalactosamine;N-acetyl-D-glucosamine,57455154,84265,35717,,,,,,,
nicotinamide,nicotinamide;Niacinamide,,,,,,,,,,
nicotinate,nicotinate;Nicotinic acid,,,,,,,,,,
beta-hydroxypyruvate,beta-hydroxypyruvate,,,,,,,,,,
Orotic acid,Orotic acid;orotate,,,,,,,,,,
Oxalate,Oxalate;Oxalic acid,,,,,,,,,,
Oxamic acid,Oxamic acid,,,,,,,,,,
p-Aminobenzoic acid,p-Aminobenzoic acid,,,,,,,,,,
4-hydroxyphenylpyruvate,4-hydroxyphenylpyruvate,,,,,,,,,,
palmitate,palmitate;Palmitic acid;Hexadecanoic acid;Palmitic acid,,,,,,,,,,
phenylalanine,"phenylalanine;L-Phenylalanine;63-91-2;(S)-2-Amino-3-phenylpropanoic acid;3-Phenyl-L-alanine;(S)-Phenylalanine;(S)-2-Amino-3-phenylpropionic acid;beta-Phenyl-L-alanine;(L)-Phenylalanine;3-Phenylalanine;(2S)-2-amino-3-phenylpropanoic acid;H-Phe-OH;Antibiotic FN 1636;L-Alanine, phenyl-;Alanine, 3-phenyl-;L-Antibiotic FN 1636;(S)-alpha-Amino-beta-phenylpropionic acid;L-Alanine, 3-phenyl-;Phenylalanine (VAN);Fenilalanina [Spanish];Phenylalaninum [Latin];(S)-alpha-Aminohydrocinnamic acid;Alanine, phenyl-, L-;(S)-(-)-Phenylalanine;beta-Phenylalnine, (-)-;(S)-alpha-Amino-benzenepropanoic acid;Phenylalanine, L-;Hydrocinnamic acid, alpha-amino-;2-Amino-3-phenylpropionic acid, L-;FEMA No. 3585;Phenylalanine [USAN:INN:JAN];HSDB 1825;alpha-Aminohydrocinnamic acid, L-;alpha-Amino-beta-phenylpropionic acid, L-;Benzenepropanoic acid, alpha-amino-, (S)-;fenilalanina;phe;alpha-Aminohydrocinnamic acid;endophenyl;MFCD00064227;NSC 79477;L-Phe;UNII-47E5O17Y3R;L-PHENYLALININE;EINECS 200-568-1;CHEMBL301523;CHEBI:17295;COLNVLDHVKWLRT-QMMMGPOBSA-N;L-2-Amino-3-phenylpropionic acid;47E5O17Y3R;Phenylalaninum;Phenylalamine;67675-33-6;L-Phenylalanine, 98.5+%;Phenylalanine (L-Phenylalanine);Alanine, phenyl-;.beta.-Phenylalanine;(2S)-2-amino-3-phenyl-propanoic acid;Phenyl-.alpha.-alanine;L-.beta.-Phenylalanine;.beta.-Phenyl-L-alanine;(-)-.beta.-Phenylalanine;.alpha.-Aminohydrocinnamic acid;.beta.-Phenyl-.alpha.-alanine;Phenylalanine (USP/INN);L-phenylaniline;Hydrocinnamic acid, .alpha.-amino-;NSC-9959;CCRIS 4254;.beta.-Phenyl-.alpha.-alanine, l-;L-phenyl Alanine;PheOH;1usi;L-Phenylalanine, 98.5-101.0%, specified according to the requirements of USP;NCI9959;(-)-phenylalanine;.alpha.-Amino-.beta.-phenylpropionic acid;racemic phenylalanine;Phenylalanine [USAN:USP:INN:JAN];PubChem11004;1f2p;alpha-Aminohydrocinnamate;(-)-beta-Phenylalanine;L-Phenylalanine, 99%;AC1L1LVU;beta-Phenyl-alpha-alanine;L-Phenylalanine (JP17);bmse000045;bmse000900;bmse000921;bmse001016;SCHEMBL8119;NCIStruc1_000204;NCIStruc2_000248;H-Phe-2-Chlorotrityl Resin;L-(-)-PHENYLALANINE;(S)-alpha-Aminohydrocinnamate;L-Phenylalanine (H-Phe-OH);L-2-Amino-3-phenylpropionate;L-Phenylalanine, 99%, FCC;GTPL3313;(S)-alpha-Aminobenzenepropanoate;DTXSID4040763;(S)-2-amino-3-phenylpropanoate;BDBM18073;CTK2F1892;(S)-2-Amino-3-phenylpropionate;1F9436B3-8B0D-4AC6-A004-4249B0BDA436;(S)-alpha-Amino-benzenepropanoate;L-2-Amino-3-phenylpropanoic acid;ZINC105196;HY-N0215;L-2-Amino-3-phenyl propionic acid;L-2-amino-3-phenyl-propionic acid;(S)-alpha-Aminobenzenepropanoic acid;ANW-34771;CCG-37572;NCGC00013103;L-[2,3,4,5,6-3H]phenylalanine;(S)-alpha-Amino-beta-phenylpropionate;AKOS010373257;AKOS015853585;L-Phenylalanine, Cell Culture Reagent;(S)-.alpha.-Aminobenzenepropanoic acid;AB02575;CS-2315;DB00120;L-Phenylalanine, Vetec(TM), 98.5%;LS-1515;MCULE-5960921520;RP22791;RP22792;RP22793;L-Phenylalanine, reagent grade, >=98%;NCGC00013103-02;NCGC00013103-03;NCGC00013103-04;NCGC00013103-05;NCGC00095047-01;NCGC00095047-02;NCGC00095047-03;NCGC00095047-04;AC-22417;AJ-11166;AN-23734;AN-38311;AS-14129;BP-20538;BR-25441;BR-46761;K018;SC-09766;AB0013977;AB1003608;DB-016441;DB-029978;L-Phenylalanine, 99%, natural, FCC, FG;ST2413190;TR-030654;A5737;AM20060774;P0134;Benzenepropanoic acid, .alpha.-amino-, (S)-;L-Phenylalanine, BioUltra, >=99.0% (NT);63P912;C00079;D00021;M-5935;M02961;34149-EP2289892A1;34149-EP2301939A1;34149-EP2305688A1;34149-EP2305825A1;34149-EP2311850A1;L-Phenylalanine, SAJ special grade, >=99.0%;125851-EP2284178A2;125851-EP2284179A2;125851-EP2295422A2;L-Phenylalanine, Vetec(TM) reagent grade, >=98%;Q-201326;F0001-2360;Z1258578341;L-Phenylalanine, certified reference material, TraceCERT(R);UNII-8P946UF12S component COLNVLDHVKWLRT-QMMMGPOBSA-N;UNII-N7U7BXP2OI component COLNVLDHVKWLRT-QMMMGPOBSA-N;Phenylalanine, European Pharmacopoeia (EP) Reference Standard;L-Phenylalanine, United States Pharmacopeia (USP) Reference Standard;L-Phenylalanine, analytical standard, for Nitrogen Determination According to Kjeldahl Method;L-Phenylalanine, Pharmaceutical Secondary Standard; Certified Reference Material;L-PHENYL ALANINE (SEE ALSO 22839-47-0, ASPARTAME; 303-47-9 OCHRATOXINA; 673-06-3 D-PHENYL);L-Phenylalanine, from non-animal source, meets EP, JP, USP testing specifications, suitable for cell culture, 98.5-101.0%;L-Phenylalanine, PharmaGrade, Ajinomoto, EP, JP, USP, manufactured under appropriate GMP controls for Pharma or Biopharmaceutical production, suitable for cell culture;phenylalanine;endophenyl;(2S)-2-azaniumyl-3-phenylpropanoate;2S-alpha-phenylalanine;AC1OBQNX;L-phenylalanine zwitterion;CHEBI:58095;(2S)-2-ammonio-3-phenylpropanoate;CJ-00758;ZB003544;phenylalanine;L-phenylalaninium;2ypo;3tcy;4fxj;4jpx;4jpy;L-phenylalanine cation;3tk2;4io7;AC1NUTZ4;CHEBI:32487;(2S)-2-Ammonio-3-phenylpropionate;(1S)-1-carboxy-2-phenylethanaminium;alpha-Deamino-alpha-ammoniophenylalanine;[(2S)-1-hydroxy-1-oxo-3-phenylpropan-2-yl]azanium",,,,,,,,,,
phenylpyruvate,phenylpyruvate,,,,,,,,,,
Phosphoric acid,Phosphoric acid,,,,,,,,,,
Phosphoenolpyruvic acid,Phosphoenolpyruvic acid;phosphoenolpyruvate,,,,,,,,,,
choline phosphate,choline phosphate,,,,,,,,,,
phosphoethanolamine,phosphoethanolamine;O-phosphoethanolamine;Ethanolamine phosphate,,,,,,,,,,
Picolinic acid,Picolinic acid,,,,,,,,,,
"1,2-propanediol","1,2-propanediol",,,,,,,,,,
putrescine,putrescine,,,,,,,,,,
pyridoxal,pyridoxal,,,,,,,,,,
pyridoxamine,pyridoxamine,,,,,,,,,,
pyridoxine,pyridoxine,,,,,,,,,,
Pyruvic acid,Pyruvic acid,,,,,,,,,,
phosphate,phosphate,,,,,,,,,,
quinidine,quinidine,6604605,8549,667449,3032576,10448938,94175,,,,
quinolinate,quinolinate,,,,,,,,,,
citramalate,citramalate,,,,,,,,,,
spermidine,spermidine,,,,,,,,,,
spermine,spermine,,,,,,,,,,
succinate,succinate;Succinic acid,,,,,,,,,,
taurine,taurine,,,,,,,,,,
Thymine,Thymine,,,,,,,,,,
uracil,uracil,,,,,,,,,,
Uric acid,Uric acid;urate,,,,,,,,,,
urea,urea,,,,,,,,,,
xanthine,xanthine,,,,,,,,,,
Isopentenyl pyrophosphate,Isopentenyl pyrophosphate,,,,,,,,,,
Isocitric acid,Isocitric acid;isocitrate,,,,,,,,,,
vanillylmandelate,vanillylmandelate,,,,,,,,,,
mandelate,mandelate,,,,,,,,,,
12-HETE,12-HETE,13786989,5353272,,,,,,,,
3-hydroxy-3-methylglutarate,3-hydroxy-3-methylglutarate;3-Hydroxy-3-methylglutaric acid,,,,,,,,,,
5-HETE,5-HETE,,,,,,,,,,
5-hydroxyindoleacetate,5-hydroxyindoleacetate,,,,,,,,,,
5-oxoETE,5-oxoETE,,,,,,,,,,
4-acetamidophenol,4-acetamidophenol,,,,,,,,,,
N-acetylleucine,N-acetylleucine,,,,,,,,,,
N-acetylphenylalanine,N-acetylphenylalanine,,,,,,,,,,
N-acetyltryptophan,N-acetyltryptophan,,,,,,,,,,
Acetylsalicylic acid,Acetylsalicylic acid,,,,,,,,,,
atenolol,atenolol,,,,,,,,,,
azelate,azelate;Azelaic acid,,,,,,,,,,
biopterin,biopterin,,,,,,,,,,
glycerol 2-phosphate,glycerol 2-phosphate;Glycerol-2-phosphate,,,,,,,,,,
celecoxib,celecoxib,,,,,,,,,,
1-hexadecanol,1-hexadecanol,,,,,,,,,,
citalopram,citalopram,,,,,,,,,,
Cystamine,Cystamine,,,,,,,,,,
Docosapentaenoic acid,Docosapentaenoic acid,,,,,,,,,,
dihydrocholesterol,dihydrocholesterol,,,,,,,,,,
gabapentin,gabapentin,,,,,,,,,,
gentisate,gentisate,,,,,,,,,,
guanidine,guanidine,,,,,,,,,,
1-methylhistamine,1-methylhistamine,,,,,,,,,,
hydrochlorothiazide,hydrochlorothiazide,,,,,,,,,,
lidocaine,lidocaine,,,,,,,,,,
Kojic acid,Kojic acid,,,,,,,,,,
kynurenate,kynurenate,,,,,,,,,,
phenyllactate,phenyllactate,,,,,,,,,,
Lauric acid,Lauric acid,,,,,,,,,,
metformin,metformin,,,,,,,,,,
metoprolol,metoprolol,,,,,,,,,,
palmitoyl ethanolamide,palmitoyl ethanolamide,,,,,,,,,,
phenol red,phenol red,,,,,,,,,,
Probucol,Probucol,,,,,,,,,,
heme,heme,26945,,,,,,,,,
Sebacic acid,Sebacic acid,,,,,,,,,,
serotonin,serotonin,,,,,,,,,,
stearate,stearate;Stearic acid,,,,,,,,,,
theobromine,theobromine,,,,,,,,,,
trigonelline,trigonelline,,,,,,,,,,
tyramine,tyramine,,,,,,,,,,
venlafaxine,venlafaxine,,,,,,,,,,
Xanthurenate,Xanthurenate,,,,,,,,,,
corticosterone,corticosterone,,,,,,,,,,
cortisol,cortisol,,,,,,,,,,
sorbitol,sorbitol,,,,,,,,,,
thymidine,thymidine,,,,,,,,,,
glucose,glucose;Glucose,,,,,,,,,,
o-Aminophenol,o-Aminophenol,,,,,,,,,,
epinephrine,epinephrine,,,,,,,,,,
